,년도 및 분기,회사명,지원 직종,지원 유형,학력,과,학점,토익 점수,토스 레벨,오픽 레벨,인턴 경험,자격증 개수,수상내역,자원봉사,해외 경험
4646,2021년 상반기,한국남동발전(주),화학엔지니어,신입,서울4년,화학공학부,3.87,860.0,,IH,,2.0,2.0,,
4647,2020년 상반기,한국남동발전(주),화학엔지니어,신입,대학원,반도체&디스플레이과학경영학과,3.95,760.0,,,1.0,2.0,,,1.0
4648,2020년 상반기,한국남동발전(주),전기·전자엔지니어,신입,고졸,,,,,,,,,1.0,
4649,2018년 하반기,한국남동발전(주),전기·전자엔지니어,신입,고졸,,,,,,,,,,
4650,2017년 하반기,한국남동발전(주),전기·전자엔지니어,신입,고졸,,,,,,,,,,
4651,2017년 상반기,한국남동발전(주),품질관리자,인턴,지방4년,화학공학,3.5,800.0,Level6,,,,,,
4652,2017년 상반기,한국남동발전(주),화학엔지니어,신입,수도권4년,화학공,3.81,745.0,Level6,,,,,,
4653,2017년 상반기,한국남동발전(주),사무담당자,신입,지방4년,노인복지보건,3.81,825.0,,,,5.0,,,
4654,2016년 상반기,한국남동발전(주),품질관리자,신입,고졸,,,,,,,,,,
4655,2016년 상반기,한국남동발전(주),전기·전자엔지니어,인턴,지방4년,전자공학부,3.7,835.0,Level6,,,,,,
4656,2016년 상반기,한국남동발전(주),현장관리자,인턴,지방4년,기계공학과,3.5,905.0,Level6,,1.0,1.0,1.0,2.0,
4657,2016년 상반기,한국남동발전(주),경영·비즈니스기획,인턴,지방4년,노인복지보건학과,3.8,755.0,,,,5.0,,,
4658,2021년 하반기,한국남부발전(주),기계엔지니어,신입,고졸,,,,,,,,,,
4659,2021년 상반기,한국남부발전(주),전기기사,인턴,지방4년,전기전자공학과,3.41,745.0,,IH,,3.0,,,
4660,2020년 하반기,한국남부발전(주),전기·전자엔지니어,인턴,고졸,,,,,,,,,1.0,
4661,2019년 상반기,한국남부발전(주),환경기사,신입,지방4년,신소재화학과,3.97,895.0,Level1,,,8.0,,,
4662,2018년 하반기,한국남부발전(주),화학엔지니어,인턴,대학원,화학공학,3.5,800.0,Level6,,,,,,
4663,2018년 하반기,한국남부발전(주),환경기사,신입,서울4년,기계계열,3.56,970.0,,IH,,1.0,,,
4664,2018년 하반기,한국남부발전(주),전기·전자엔지니어,신입,고졸,,,,,,,,,,
4665,2017년 하반기,한국남부발전(주),품질관리자,신입,서울4년,화공생명공학,2.4,875.0,,IM2,,1.0,,,
4666,2017년 상반기,한국남부발전(주),전기·전자엔지니어,신입,지방4년,전기공학과,3.48,,,IH,,,,,1.0
4667,2017년 하반기,한국남부발전(주),전기·전자엔지니어,신입,서울4년,전기전자,3.43,810.0,Level6,,,3.0,,,
4668,2017년 상반기,한국남부발전(주),품질관리자,인턴,대학원,화학공학,3.5,800.0,Level6,,,,,,
4669,2017년 하반기,한국남부발전(주),품질관리자,신입,대학원,화학공학,3.5,800.0,Level6,,,,,,
4670,2016년 하반기,한국남부발전(주),경영·비즈니스기획,신입,지방4년,수학교육,3.69,935.0,Level7,,,1.0,,,
4671,2016년 하반기,한국남부발전(주),네트워크엔지니어,인턴,수도권4년,정보통신전자공,4.02,810.0,Level6,,1.0,3.0,,,
4672,2015년 상반기,한국남부발전(주),앱개발자,신입,지방4년,컴퓨터공학과,3.7,780.0,,IM2,,1.0,1.0,,
4673,2017년 하반기,한국내쇼날인스트루먼트(주),전기·전자엔지니어,인턴,서울4년,물리학,,,,IH,,1.0,1.0,,
4674,2021년 하반기,한국넥슬렌(유),화학엔지니어,인턴,대학원,제약생명공학과,3.68,,,,1.0,1.0,4.0,,
4675,2019년 하반기,한국농수산식품유통공사,전기기사,신입,서울4년,전기전자,3.43,810.0,Level6,,,3.0,,,
4676,2022년 하반기,한국농어촌공사,경영지원,신입,서울4년,경영학과,3.6,855.0,Level5,,,2.0,,,
4677,2020년 하반기,한국농어촌공사,토목기사,신입,지방4년,토목공학과,4.1,750.0,,,,3.0,,,1.0
4678,2018년 하반기,한국농어촌공사,경영·비즈니스기획,신입,지방4년,무역학과,4.0,880.0,Level1,,,3.0,,,1.0
4679,2019년 하반기,한국농어촌공사,전기기사,신입,서울4년,전기전자,3.43,810.0,Level6,,,3.0,,,
4680,2019년 하반기,한국농어촌공사,사무담당자,신입,서울4년,경제학과,4.06,970.0,Level6,,2.0,2.0,,2.0,1.0
4681,2017년 하반기,한국농어촌공사,사무담당자,신입,대학원,경영학부,3.96,930.0,,AL,2.0,1.0,1.0,,2.0
4682,2015년 하반기,한국농어촌공사,사무담당자,신입,지방4년,경제통상학부,3.9,930.0,Level7,,1.0,1.0,,1.0,1.0
4683,2016년 하반기,한국농어촌공사,현장관리자,신입,지방4년,지역환경기반공학,4.08,860.0,Level6,,,3.0,,,
4684,2017년 하반기,한국니토옵티칼㈜,IT·기술영업,신입,수도권4년,경영정보,3.82,,,,,,,,
4685,2023년 상반기,한국단자공업㈜,무역사무원,신입,수도권4년,무역학부,3.77,990.0,,,2.0,6.0,,,
4686,2018년 상반기,한국단자공업㈜,구매관리자,신입,해외대학,상경학부,3.03,930.0,,,1.0,4.0,,,1.0
4687,2015년 하반기,한국단자공업㈜,생산직종사자,신입,수도권4년,기계로봇공학,3.88,895.0,,,1.0,3.0,5.0,,2.0
4688,2022년 상반기,한국도로공사,사무담당자,인턴,대졸4년,사회계열,3.25,,,IH,1.0,3.0,2.0,1.0,
4689,2022년 상반기,한국도로공사,전기·전자엔지니어,신입,지방4년,전자공학,3.5,860.0,,,,,,,
4690,2020년 하반기,한국도로공사,사무담당자,신입,수도권4년,미디어커뮤니케이션학과,3.72,910.0,,IH,,1.0,,,1.0
4691,2020년 상반기,한국도로공사,기계엔지니어,신입,대학원,반도체&디스플레이과학경영학과,3.95,760.0,,,1.0,2.0,,,1.0
4692,2020년 상반기,한국도로공사,통신엔지니어,신입,지방4년,전자공학,3.5,860.0,,,,,,,
4693,2020년 상반기,한국도로공사,사무담당자,신입,수도권4년,경영학과 마케팅경영전공,3.57,910.0,Level6,,1.0,3.0,1.0,1.0,
4694,2019년 상반기,한국도로공사,사무담당자,신입,지방4년,통계학과(자연),3.3,820.0,,,,4.0,1.0,,
4695,2019년 하반기,한국도로공사,경영·비즈니스기획,신입,서울4년,정치외교학과,3.86,915.0,,IH,,,,1.0,
4696,2019년 상반기,한국도로공사,경영·비즈니스기획,신입,서울4년,경제,3.19,865.0,,IH,1.0,1.0,1.0,1.0,1.0
4697,2018년 하반기,한국도로공사,사무담당자,신입,서울4년,행정학과,3.49,940.0,Level6,,,8.0,2.0,2.0,4.0
4698,2018년 상반기,한국도로공사,전기·전자엔지니어,신입,고졸,,,,,,,,,,
4699,2018년 상반기,한국도로공사,사무담당자,인턴,서울4년,한문학과,3.72,870.0,,,,3.0,,1.0,
4700,2017년 상반기,한국도로공사,기계엔지니어,신입,지방4년,기계설계공학과,3.81,875.0,,IH,1.0,4.0,,,
4701,2023년 상반기,한국동서발전(주),전기·전자엔지니어,신입,대학원,전파정보통신공학과,3.65,770.0,Level6,,,4.0,,,
4702,2023년 상반기,한국동서발전(주),기계엔지니어,신입,고졸,,,,,,,,,,
4703,2021년 하반기,한국동서발전(주),기계엔지니어,신입,고졸,,,,,,,,,,
4704,2021년 하반기,한국동서발전(주),전기기사,신입,고졸,,,,,,,,,,
4705,2020년 하반기,한국동서발전(주),생산직종사자,신입,지방4년,기계자동차공학과,3.87,820.0,,,,,,,
4706,2020년 하반기,한국동서발전(주),기계엔지니어,신입,지방4년,기계공학과,3.72,850.0,,,,3.0,,,
4707,2020년 하반기,한국동서발전(주),화학엔지니어,신입,대학원,반도체&디스플레이과학경영학과,3.95,760.0,,,1.0,2.0,,,1.0
4708,2020년 하반기,한국동서발전(주),전기·전자엔지니어,신입,고졸,,,,,,,,,1.0,
4709,2019년 하반기,한국동서발전(주),앱개발자,신입,대학원,전자공학과,4.36,,Level5,IL,,1.0,,1.0,
4710,2020년 상반기,한국동서발전(주),전기·전자엔지니어,인턴,대학원,정보통신공학,4.3,805.0,Level6,,1.0,4.0,,,
4711,2019년 하반기,한국동서발전(주),사무담당자,신입,수도권4년,경영학과 마케팅경영전공,3.57,,Level6,,1.0,3.0,1.0,1.0,
4712,2019년 하반기,한국동서발전(주),화학엔지니어,신입,수도권4년,응용화학생명공학과,3.84,855.0,,IH,2.0,3.0,3.0,1.0,1.0
4713,2019년 하반기,한국동서발전(주),전기기사,신입,서울4년,전기전자,3.43,810.0,Level6,,,3.0,,,
4714,2018년 하반기,한국동서발전(주),사무담당자,신입,서울4년,법,3.59,895.0,,,1.0,1.0,,,
4715,2017년 하반기,한국동서발전(주),전기·전자엔지니어,신입,서울4년,전기전자,3.43,810.0,Level6,,,3.0,,,
4716,2017년 하반기,한국동서발전(주),품질관리자,신입,지방4년,화학공학,3.5,800.0,Level6,,,,,,
4717,2017년 하반기,한국동서발전(주),전기·전자엔지니어,신입,수도권4년,전자공학,3.3,,,,,,,,
4718,2017년 하반기,한국동서발전(주),전기·전자엔지니어,신입,지방4년,전자공학,3.5,860.0,,,,,,,
4719,2017년 하반기,한국동서발전(주),전기·전자엔지니어,신입,지방4년,전자공학,3.73,750.0,,,,5.0,,,
4720,2017년 하반기,한국동서발전(주),사무담당자,신입,서울4년,경영학과,3.75,895.0,Level6,,2.0,1.0,,2.0,
4721,2017년 하반기,한국동서발전(주),전기·전자엔지니어,신입,지방4년,전자공학,3.73,750.0,,,,5.0,,,
4722,2017년 상반기,한국동서발전(주),사무담당자,신입,서울4년,회계세무학과,3.75,895.0,Level6,,2.0,1.0,,2.0,
4723,2017년 상반기,한국동서발전(주),품질관리자,신입,지방4년,화학공학,3.5,800.0,Level6,,,,,,
4724,2017년 상반기,한국동서발전(주),전기·전자엔지니어,신입,고졸,,,,,,,,,,
4725,2017년 상반기,한국동서발전(주),사무담당자,신입,고졸,,,,,,,,,,
4726,2017년 상반기,한국동서발전(주),사무담당자,신입,서울4년,경영학,3.8,900.0,,,1.0,,,,1.0
4727,2017년 상반기,한국동서발전(주),전기·전자엔지니어,신입,지방4년,전자공학,3.5,,,,,,1.0,,
4728,2016년 하반기,한국동서발전(주),네트워크엔지니어,신입,수도권4년,정보통신전자공,4.02,810.0,Level6,,1.0,3.0,,,
4729,2016년 하반기,한국동서발전(주),현장관리자,신입,서울4년,기계공학부,3.5,860.0,Level6,M2,,,,,
4730,2016년 하반기,한국동서발전(주),기계엔지니어,신입,지방4년,기계설계공학과,3.6,920.0,,IH,,1.0,,1.0,1.0
4731,2015년 하반기,한국동서발전(주),네트워크엔지니어,신입,수도권4년,컴퓨터공학과,3.2,,,IH,1.0,3.0,,,
4732,2019년 하반기,한국로버트보쉬㈜,자재관리자,신입,수도권4년,경제학과,4.05,890.0,,IH,2.0,4.0,1.0,,2.0
4733,2018년 상반기,한국로버트보쉬㈜,제품영업,인턴,수도권4년,경영학,3.94,875.0,Level6,,2.0,2.0,,,1.0
4734,2017년 상반기,한국로버트보쉬㈜,회계담당자,인턴,서울4년,회계세무학과,3.75,895.0,Level6,,1.0,1.0,,2.0,
4735,2016년 하반기,한국로버트보쉬㈜,구매관리자,인턴,수도권4년,기계공학과,3.39,,,,,,,,1.0
4736,2015년 상반기,한국로버트보쉬㈜,품질관리자,인턴,서울4년,산업공학,3.5,740.0,Level6,,1.0,1.0,,,
4737,2020년 하반기,한국로봇산업진흥원,경영·비즈니스기획,신입,대학원,국제의료경영학과,2.71,715.0,,IM1,,2.0,3.0,2.0,1.0
4738,2023년 상반기,한국마사회,재무담당자,신입,서울4년,경영학과,3.6,855.0,Level5,,,2.0,,,
4739,2018년 상반기,한국마사회,사무담당자,신입,서울4년,법학과,3.02,890.0,,,,3.0,,,
4740,2017년 상반기,한국마사회,사무담당자,신입,서울4년,경제,3.34,815.0,,,,,,,
4741,2017년 상반기,한국마사회,온라인마케터,신입,서울4년,문사철,3.0,,,IH,,,,,
4742,2016년 상반기,한국마사회,온라인마케터,신입,지방4년,경제통상학부,3.9,930.0,Level7,,1.0,1.0,,1.0,1.0
4743,2015년 상반기,한국마사회,사무담당자,신입,수도권4년,경영학과,3.8,845.0,,,1.0,3.0,,1.0,
4744,2022년 상반기,한국무라타전자㈜,영업지원,신입,서울4년,일어일문학과,3.97,930.0,,IH,,1.0,6.0,1.0,1.0
4745,2023년 상반기,한국무역보험공사,소프트웨어개발자,신입,대졸4년,인문학부,3.5,910.0,,,1.0,1.0,,,
4746,2023년 상반기,한국무역보험공사,경영·비즈니스기획,신입,서울4년,공공인재학부,4.07,815.0,Level6,,1.0,1.0,,,
4747,2018년 상반기,한국무역보험공사,사무담당자,신입,서울4년,법학과,3.02,890.0,,,,3.0,,,
4748,2016년 하반기,한국무역협회,사무담당자,신입,지방4년,국제통상학부,4.2,965.0,,,2.0,1.0,,1.0,1.0
4749,2015년 하반기,한국무역협회,웹개발자,신입,서울4년,컴퓨터,3.4,845.0,,,,,,,
4750,2023년 상반기,한국문화진흥,백엔드개발자,신입,지방4년,컴퓨터소프트웨어공학과,4.12,,,,1.0,2.0,,,
4751,2022년 상반기,한국미니스톱(주),영업지원,인턴,지방4년,사회복지학과,3.2,,,,1.0,,,,
4752,2019년 하반기,한국미니스톱(주),영업지원,신입,대학원,사회학과,3.34,390.0,,,1.0,1.0,1.0,,
4753,2018년 하반기,한국미니스톱(주),영업지원,인턴,지방4년,국제통상전공,3.52,860.0,Level6,,1.0,1.0,,,
4754,2016년 하반기,한국미쓰비시상사(주),해외영업,신입,대학원,석유공학,4.0,990.0,Level7,,1.0,1.0,3.0,,2.0
4755,2015년 하반기,한국미쓰비시엘리베이터(주),품질관리자,신입,수도권4년,산업경영공학,3.43,840.0,,IH,1.0,1.0,,,1.0
4756,2015년 하반기,한국미쓰비시전기오토메이션㈜,제품영업,인턴,지방4년,전자,3.3,,,M1,,,,,
4757,2016년 상반기,한국미쓰비시전기오토메이션㈜,설치·수리기사,신입,초대졸,전자과,4.38,,,,1.0,4.0,1.0,1.0,
4758,2019년 하반기,한국바스프(주),품질관리자,신입,수도권4년,응용화학생명공학과,3.84,855.0,,IH,2.0,3.0,3.0,1.0,1.0
4759,2018년 하반기,한국바스프(주),제품영업,신입,대졸4년,고분자공학과,3.64,740.0,Level6,,1.0,2.0,1.0,,1.0
4760,2021년 하반기,한국방송공사,네트워크엔지니어,신입,수도권4년,정보통신공학,3.17,905.0,,IH,1.0,2.0,,,14.0
4761,2017년 하반기,한국방송공사,경영·비즈니스기획,신입,서울4년,경영학과,3.81,915.0,Level6,,2.0,2.0,2.0,1.0,
4762,2018년 하반기,한국방송광고진흥공사,소프트웨어개발자,신입,대학원,컴퓨터공학과,3.57,,,,,1.0,,,
4763,2018년 하반기,한국방송광고진흥공사,경영·비즈니스기획,신입,지방4년,경영관리전공,2.82,775.0,,IH,,3.0,1.0,2.0,
4764,2017년 상반기,한국방송광고진흥공사,사무담당자,신입,서울4년,경제,3.34,815.0,,,,,,,
4765,2018년 상반기,한국방송통신전파진흥원,사무담당자,신입,서울4년,행정학과,3.41,,,,,2.0,,1.0,
4766,2021년 상반기,한국보건복지인재원,인사담당자,신입,대학원,국제의료경영학과,2.71,715.0,,IM2,,2.0,3.0,2.0,1.0
4767,2022년 상반기,한국보건산업진흥원,경영·비즈니스기획,신입,대학원,국제의료경영학과,2.71,715.0,,IM2,2.0,2.0,3.0,2.0,1.0
4768,2020년 하반기,한국보건산업진흥원,바이오·제약연구원,신입,대학원,국제의료경영학과,2.71,715.0,,IM1,,2.0,3.0,2.0,1.0
4769,2020년 상반기,한국보훈복지의료공단,사무담당자,신입,서울4년,역사콘텐츠학과,3.68,765.0,,,1.0,4.0,,1.0,
4770,2020년 상반기,한국보훈복지의료공단,사무담당자,신입,지방4년,행정학과,4.0,800.0,Level5,,,2.0,,,
4771,2019년 상반기,한국보훈복지의료공단,사무담당자,신입,서울4년,법,3.59,895.0,,,1.0,1.0,,,
4772,2016년 하반기,한국보훈복지의료공단,사무담당자,신입,지방4년,행정학,3.67,815.0,,,,5.0,1.0,1.0,
4773,2016년 하반기,한국보훈복지의료공단,사무담당자,신입,서울4년,경제,3.34,815.0,,,,,,,
4774,2016년 하반기,한국보훈복지의료공단,회계담당자,신입,고졸,,,,,,,,,,
4775,2022년 하반기,한국복합물류,경영·비즈니스기획,신입,수도권4년,경제학과,4.13,455.0,,,,4.0,,,
4776,2023년 상반기,한국부동산원,사무보조,인턴,수도권4년,도시계획부동산학부,3.91,,,,1.0,4.0,1.0,1.0,
4777,2018년 상반기,한국부동산원,사무담당자,신입,서울4년,법학과,3.02,890.0,,,,3.0,,,
4778,2017년 상반기,한국부동산원,경영·비즈니스기획,신입,지방4년,도시계획부동산,3.84,,,,1.0,3.0,,,
4779,2017년 상반기,한국부동산원,앱개발자,인턴,지방4년,컴퓨터학부,4.13,690.0,Level5,IM2,1.0,1.0,,,
4780,2016년 상반기,한국부동산원,네트워크엔지니어,인턴,지방4년,컴퓨터,3.2,,,,,,,,
4781,2021년 상반기,한국사학진흥재단,사무담당자,신입,지방4년,경제금융학부,3.8,800.0,,,2.0,6.0,1.0,3.0,
4782,2019년 상반기,한국사회복지협의회,네트워크엔지니어,신입,수도권4년,정보통신학부,3.14,,,IM1,1.0,6.0,2.0,,
4783,2017년 상반기,한국사회적기업진흥원,사무담당자,인턴,서울4년,사회과학부,4.25,,,IH,,,,,
4784,2020년 상반기,한국산림복지진흥원,사무보조,신입,지방4년,행정학과,4.0,800.0,Level5,,,2.0,,,
4785,2018년 상반기,한국산림복지진흥원,사무담당자,신입,대학원,경영학과,4.31,950.0,Level7,,,,,,1.0
4786,2021년 상반기,한국산업기술기획평가원,경영·비즈니스기획,신입,대학원,재료공학과,4.31,805.0,Level5,,1.0,,,,1.0
4787,2020년 상반기,한국산업기술기획평가원,경영·비즈니스기획,신입,수도권4년,경영학과 마케팅경영전공,3.57,,Level6,,1.0,3.0,1.0,1.0,
4788,2020년 상반기,한국산업기술기획평가원,사무담당자,신입,지방4년,행정학과,4.0,800.0,Level5,,,2.0,,,
4789,2016년 상반기,한국산업기술기획평가원,경영·비즈니스기획,신입,지방4년,응용화학공학,3.9,,,IH,3.0,,,,
4790,2016년 상반기,한국산업기술기획평가원,경영·비즈니스기획,신입,지방4년,응용화학과,3.9,,,IH,4.0,1.0,,,
4791,2021년 하반기,한국산업기술시험원,R&D·연구원,신입,대학원,재료공학과,4.31,,Level5,,1.0,,,,1.0
4792,2017년 하반기,한국산업기술시험원,전기·전자엔지니어,신입,수도권4년,전자공학,3.3,,,,,,,,
4793,2022년 상반기,한국산업기술진흥원,경영·비즈니스기획,신입,대학원,국제의료경영학과,2.71,715.0,,IM2,2.0,2.0,3.0,2.0,1.0
