,년도 및 분기,회사명,지원 직종,지원 유형,학력,과,학점,토익 점수,토스 레벨,오픽 레벨,인턴 경험,자격증 개수,수상내역,자원봉사,해외 경험
4425,2017년 상반기,코웨이㈜,경영·비즈니스기획,신입,서울4년,경제,3.34,815.0,,,,,,,
4426,2017년 상반기,코웨이㈜,품질관리자,신입,대학원,산업공학,3.7,800.0,Level6,,,3.0,2.0,,
4427,2017년 상반기,코웨이㈜,영업지원,신입,서울4년,법,3.59,870.0,,IH,1.0,1.0,,,1.0
4428,2017년 상반기,코웨이㈜,제품영업,신입,지방4년,발명특허,3.93,,,,,2.0,1.0,1.0,
4429,2016년 하반기,코웨이㈜,온라인마케터,신입,수도권4년,응용통계학과,3.9,,,,1.0,,3.0,,
4430,2022년 상반기,콘티넨탈오토모티브일렉트로닉스(유),품질관리자,인턴,지방4년,산업공학과,3.3,,Level6,,2.0,3.0,1.0,,
4431,2014년 하반기,콘티넨탈오토모티브일렉트로닉스(유),품질관리자,인턴,지방4년,기계공학과,3.5,905.0,Level6,,1.0,1.0,1.0,2.0,
4432,2024년 상반기,콜마비앤에이치,생산·공정관리자,신입,지방4년,메카트로닉스 융합공학부,4.03,,IM2,,2.0,2.0,1.0,,
4433,2022년 하반기,쿠쿠홈시스,회계담당자,신입,수도권4년,경제학과,4.13,455.0,,,,4.0,,,
4434,2021년 하반기,쿠팡(주),전기기사,신입,수도권4년,산업환경보건학과,3.31,,,,,,,,
4435,2016년 하반기,쿠팡(주),시스템엔지니어,신입,수도권4년,정보통신공학과,3.6,845.0,,,,,1.0,,
4436,2015년 하반기,쿠팡(주),앱개발자,신입,지방4년,컴퓨터공학,4.05,730.0,,IM2,,3.0,2.0,1.0,
4437,2016년 상반기,쿠팡(주),웹개발자,신입,지방4년,컴퓨터공학,4.05,730.0,,IM2,,3.0,2.0,1.0,
4438,2016년 하반기,쿠팡(주),웹개발자,신입,수도권4년,컴퓨터공학부,3.92,700.0,,IM1,1.0,1.0,,1.0,1.0
4439,2016년 하반기,쿠팡(주),웹개발자,신입,서울4년,소프트웨어공학과,3.4,,,,,1.0,1.0,,
4440,2016년 하반기,쿠팡(주),웹개발자,신입,서울4년,컴퓨터공학과,2.7,,,,1.0,,,2.0,
4441,2016년 하반기,쿠팡(주),앱개발자,신입,서울4년,컴퓨터정보공학부,3.6,,,,1.0,1.0,1.0,1.0,
4442,2016년 하반기,쿠팡(주),웹개발자,신입,수도권4년,컴퓨터공학부,3.6,,,,1.0,3.0,,,
4443,2016년 상반기,쿠팡(주),인사담당자,신입,서울4년,사회복지학,,,,,1.0,2.0,,2.0,
4444,2016년 상반기,쿠팡(주),웹개발자,신입,수도권4년,소프트웨어공학과,3.3,,,,,,1.0,1.0,
4445,2015년 상반기,쿠팡(주),앱개발자,신입,서울4년,컴퓨터공학부,3.2,845.0,Level6,,1.0,,,,
4446,2015년 하반기,쿠팡(주),앱개발자,신입,지방4년,컴퓨터학부,4.2,930.0,,IH,1.0,1.0,1.0,1.0,1.0
4447,2015년 상반기,쿠팡(주),시스템엔지니어,신입,수도권4년,정보통신공학,3.6,,,,,1.0,,,
4448,2015년 하반기,쿠팡(주),앱개발자,신입,서울4년,컴퓨터공학,3.6,,Level5,,,,,,
4449,2015년 상반기,쿠팡(주),웹개발자,신입,지방4년,컴퓨터공학,3.8,780.0,Level6,,,2.0,,,
4450,2015년 상반기,쿠팡(주),앱개발자,신입,서울4년,컴퓨터학부,3.7,850.0,,,1.0,1.0,,,
4451,2015년 상반기,쿠팡(주),웹개발자,신입,수도권4년,정보통신전자공학/모바일유비쿼터스융복합,3.2,,,,2.0,5.0,2.0,,
4452,2015년 하반기,쿠팡(주),인바운드상담원,신입,서울4년,미디어 커뮤니케이션학,3.4,955.0,,,,,,4.0,1.0
4453,2020년 상반기,쿠팡풀필먼트서비스(유),경영·비즈니스기획,신입,서울4년,경영계열,3.45,955.0,,,,2.0,,,
4454,2016년 하반기,크래프톤,앱개발자,신입,지방4년,컴퓨터소프트웨어공학전공,3.86,,,IL,,,,,
4455,2020년 하반기,크레비스파트너스,구매관리자,신입,대학원,기계공학과,4.25,,Level6,,,,,,1.0
4456,2022년 하반기,키엔스코리아㈜,IT·기술영업,신입,수도권4년,일본어통번역학과,3.6,700.0,,IM1,1.0,2.0,,3.0,
4457,2022년 상반기,키엔스코리아㈜,사무담당자,신입,서울4년,법학과,4.0,,,,,1.0,,,
4458,2020년 하반기,키움증권㈜,재무담당자,신입,서울4년,경영학부,3.5,,Level6,,,14.0,11.0,1.0,1.0
4459,2017년 상반기,키움증권㈜,경영·비즈니스기획,신입,서울4년,경영학부,3.76,920.0,,,1.0,,,1.0,
4460,2017년 상반기,키움증권㈜,금융영업,신입,서울4년,경제,3.34,815.0,,,,,,,
4461,2022년 하반기,키파운드리,생산·공정관리자,신입,서울4년,전자정보통신공학과,4.07,,IH,,,4.0,1.0,1.0,
4462,2022년 하반기,키파운드리,반도체엔지니어,신입,수도권4년,전자공학과,3.53,,,IH,1.0,2.0,,,
4463,2022년 하반기,키파운드리,품질관리자,신입,서울4년,전자전기공학부,3.95,,,IM1,,,,,
4464,2022년 하반기,키파운드리,생산직종사자,신입,고졸,,,,,,,,,,
4465,2017년 하반기,타이코코리아,영업지원,신입,해외대학,영미어,,895.0,,,1.0,1.0,,,1.0
4466,2018년 상반기,타타대우상용차(주),제품영업,신입,지방4년,경영학과,3.7,825.0,,,,1.0,,,
4467,2022년 하반기,탑엔지니어링,반도체엔지니어,신입,지방4년,시스템제어공학과,3.38,,,,,2.0,1.0,,
4468,2016년 하반기,태광산업(주),제품영업,신입,서울4년,국제통상학과,3.7,870.0,Level6,,1.0,1.0,1.0,4.0,
4469,2015년 하반기,태광산업(주),품질관리자,신입,수도권4년,화학공학,3.7,950.0,Level6,,,,,,
4470,2017년 상반기,텍사스인스트루먼트코리아(주),IT·기술영업,인턴,서울4년,전기공학,3.7,890.0,,,,,,,
4471,2018년 하반기,튼튼영어,회계담당자,신입,서울4년,경영학,3.5,940.0,,,,2.0,,1.0,
4472,2022년 하반기,티머니,경영·비즈니스기획,신입,서울4년,창의기술 매니지먼트전공,3.91,965.0,,AL,2.0,1.0,2.0,,1.0
4473,2018년 상반기,티머니,경영·비즈니스기획,신입,서울4년,경영계열,3.54,850.0,,IH,1.0,1.0,,,
4474,2016년 상반기,티머니,경영·비즈니스기획,신입,서울4년,광고홍보학과,3.8,920.0,,M2,2.0,,,,
4475,2021년 하반기,티센크루프엘리베이터코리아(주),경영·비즈니스기획,신입,지방4년,경영학과(경영학전공),4.0,800.0,Level6,,1.0,5.0,,2.0,
4476,2022년 상반기,팬오션(주),인사담당자,신입,대학원,중국어교육전공,4.16,940.0,,AL,,,,,4.0
4477,2021년 상반기,팬오션(주),제품영업,신입,서울4년,무역학과,3.92,895.0,,IH,,6.0,10.0,,3.0
4478,2017년 하반기,팬오션(주),자재관리자,신입,서울4년,국제물류학과,3.98,140.0,Level6,AL,1.0,,1.0,,
4479,2016년 상반기,페르노리카코리아임페리얼(주),제품영업,인턴,지방4년,경영학,3.1,,,,,2.0,,1.0,1.0
4480,2015년 상반기,평화정공(주),제품영업,신입,지방4년,경영학과,3.7,825.0,,,1.0,1.0,1.0,1.0,
4481,2015년 하반기,평화홀딩스㈜,인사담당자,신입,지방4년,경제금융,3.9,880.0,Level7,,1.0,3.0,3.0,2.0,1.0
4482,2020년 상반기,포르쉐코리아(주),경영·비즈니스기획,신입,대학원,국제의료경영학과,2.71,715.0,,IM1,,2.0,3.0,2.0,1.0
4483,2018년 상반기,포스코DX,전기·전자엔지니어,인턴,수도권4년,정보통신공학과,3.55,710.0,Level6,,,,,,
4484,2015년 하반기,포스코DX,통신엔지니어,신입,서울4년,전자전기컴퓨터,3.8,,Level6,,,3.0,,,2.0
4485,2022년 상반기,포스코스틸리온,품질관리자,신입,지방4년,산업공학과,3.3,,Level6,,2.0,3.0,1.0,,
4486,2017년 상반기,포스코스틸리온,품질관리자,신입,지방4년,신소재시스템공학,4.1,,,IM2,1.0,,,,
4487,2017년 하반기,포스코에너지(주),전기·전자엔지니어,신입,서울4년,전기생체공학부,3.5,735.0,Level6,,1.0,3.0,,3.0,
4488,2021년 하반기,포스코홀딩스,재무담당자,신입,서울4년,경영학과,4.15,965.0,,IH,1.0,,3.0,,2.0
4489,2019년 하반기,포스코홀딩스,품질관리자,인턴,고졸,,,,,,,,,2.0,
4490,2019년 하반기,포스코홀딩스,생산직종사자,신입,고졸,,,,,,,,,1.0,
4491,2019년 하반기,포스코홀딩스,생산직종사자,신입,고졸,,,,,,,,1.0,1.0,1.0
4492,2019년 하반기,포스코홀딩스,생산직종사자,신입,고졸,,,,,,,,,1.0,
4493,2019년 하반기,포스코홀딩스,품질관리자,신입,지방4년,화학공학전공,3.76,815.0,,IM2,,2.0,,,
4494,2018년 하반기,포스코홀딩스,생산직종사자,신입,고졸,,,,,,,,,,1.0
4495,2018년 하반기,포스코홀딩스,전기·전자엔지니어,인턴,고졸,,,,,,,,3.0,1.0,
4496,2019년 상반기,포스코홀딩스,품질관리자,신입,지방4년,신소재화학과,3.97,895.0,Level6,,,8.0,,,
4497,2018년 하반기,포스코홀딩스,생산직종사자,신입,고졸,,,,,,,,,,
4498,2018년 하반기,포스코홀딩스,품질관리자,신입,고졸,,,,,,,,,,
4499,2017년 하반기,포스코홀딩스,경영·비즈니스기획,인턴,지방4년,경제학과,3.56,925.0,Level6,,,,,,
4500,2017년 상반기,포스코홀딩스,품질관리자,인턴,수도권4년,전기공학과,3.26,,Level6,,,1.0,,,
4501,2017년 하반기,포스코홀딩스,경영·비즈니스기획,신입,서울4년,국어국문,3.5,,,AL,,,,,
4502,2017년 하반기,포스코홀딩스,품질관리자,신입,대학원,신소재 공학,3.67,,,IM2,,,,,
4503,2016년 하반기,포스코홀딩스,사무담당자,신입,서울4년,경영학과,3.65,920.0,Level7,,1.0,,,,
4504,2017년 하반기,포스코홀딩스,품질관리자,인턴,지방4년,전기공학과,3.48,,,IH,1.0,1.0,,,1.0
4505,2017년 하반기,포스코홀딩스,전기·전자엔지니어,신입,고졸,,,,,,,,,,
4506,2017년 하반기,포스코홀딩스,품질관리자,신입,지방4년,신소재공학부 금속신소재공학전공,3.77,805.0,Level6,,,1.0,1.0,1.0,
4507,2017년 하반기,포스코홀딩스,현장관리자,신입,고졸,,,,,,,,,,
4508,2016년 하반기,포스코홀딩스,시설관리자,인턴,서울4년,안전공,3.74,,,IM2,,3.0,,1.0,
4509,2016년 하반기,포스코홀딩스,화학엔지니어,신입,서울4년,기계공학,3.85,935.0,,IH,,,,1.0,1.0
4510,2016년 하반기,포스코홀딩스,품질관리자,신입,서울4년,신소재공학,3.3,910.0,,IH,,1.0,,1.0,
4511,2015년 상반기,포스코홀딩스,온라인마케터,신입,해외대학,경제학,3.1,,Level8,AL,2.0,1.0,2.0,1.0,1.0
4512,2013년 상반기,포스코홀딩스,품질관리자,인턴,지방4년,기계공학과,3.8,,Level6,IH,1.0,1.0,1.0,1.0,
4513,2015년 하반기,포스코홀딩스,품질관리자,인턴,서울4년,화공생명공학과,3.4,,Level6,,,,1.0,,
4514,2014년 하반기,포스코홀딩스,품질관리자,인턴,지방4년,금속신소재공학과,3.7,840.0,,,1.0,2.0,,,1.0
4515,2015년 하반기,포스코홀딩스,생산직종사자,신입,서울4년,전자공학과,3.9,850.0,,IH,,,,1.0,1.0
4516,2015년 하반기,포스코홀딩스,품질관리자,인턴,지방4년,신소재시스템공학,4.1,,,IM2,1.0,,,,
4517,2014년 하반기,포스코홀딩스,품질관리자,신입,지방4년,신소재시스템공학과,4.1,730.0,,,,1.0,,,
4518,2015년 하반기,포스코홀딩스,품질관리자,신입,지방4년,메카트로닉스공학과,3.8,875.0,Level7,,1.0,1.0,,1.0,1.0
4519,2016년 하반기,푸르덴셜생명보험(주),세무담당자,신입,서울4년,응용통계,3.32,935.0,Level6,,2.0,,,,
4520,2016년 상반기,푸르덴셜생명보험(주),영업지원,인턴,서울4년,일어일문,3.6,840.0,,,,,,,1.0
4521,2015년 상반기,푸르덴셜생명보험(주),앱개발자,신입,서울4년,컴퓨터공학부,3.2,845.0,Level6,,1.0,,,,
4522,2015년 하반기,푸르덴셜생명보험(주),시스템엔지니어,인턴,수도권4년,컴퓨터공학,3.4,885.0,,,1.0,1.0,,,
4523,2021년 하반기,푸르밀,온라인마케터,신입,서울4년,역사문화학부,3.53,775.0,,,1.0,1.0,,,
4524,2016년 상반기,푸르밀,제품영업,신입,서울4년,글로벌경영,3.01,,,,,,1.0,,
4525,2015년 하반기,풀무원식품(주),요리사,인턴,지방4년,한식조리학과,3.6,,,,1.0,1.0,2.0,,
4526,2022년 하반기,플래티어,백엔드개발자,신입,대학원,컴퓨터소프트웨어공학과,4.0,,,,,2.0,,,
4527,2019년 하반기,피비파트너즈,인사담당자,신입,서울4년,경영계열,3.45,,,,,,,,
4528,2019년 하반기,피아이첨단소재(주),사무담당자,신입,서울4년,경영계열,3.45,,,,,,,,
4529,2019년 하반기,피아이첨단소재(주),품질관리자,신입,수도권4년,응용화학생명공학과,3.84,855.0,,IH,2.0,3.0,3.0,1.0,1.0
4530,2017년 하반기,피아이첨단소재(주),경영·비즈니스기획,신입,서울4년,중국어과,3.6,825.0,,,,,,,
4531,2017년 하반기,피아이첨단소재(주),회계담당자,신입,서울4년,회계세무학과,3.75,895.0,Level6,,2.0,1.0,,2.0,
4532,2022년 상반기,피에스앤마케팅(주),온라인마케터,신입,대졸4년,사회계열,3.25,,,IH,1.0,3.0,2.0,1.0,
4533,2018년 하반기,피에스앤마케팅(주),제품영업,신입,수도권4년,관광경영,3.44,895.0,,IH,1.0,3.0,,,2.0
4534,2013년 상반기,피에스앤마케팅(주),영업지원,인턴,수도권4년,법학과,2.6,815.0,,IL,1.0,1.0,1.0,,
4535,2016년 하반기,피에스케이홀딩스㈜,품질관리자,신입,수도권4년,전자공학과,3.8,740.0,Level5,,,1.0,,1.0,
4536,2016년 하반기,피에스케이홀딩스㈜,품질관리자,신입,수도권4년,전자공학과,3.8,740.0,Level5,,,1.0,,1.0,
4537,2018년 하반기,피에이치에이에차 유한회사,품질관리자,신입,수도권4년,전자공학,3.3,,,,,,,,
4538,2015년 하반기,하나손해보험,금융영업,인턴,수도권4년,법학과,3.7,805.0,Level6,,2.0,5.0,,1.0,1.0
4539,2016년 상반기,하나증권㈜,금융영업,인턴,대졸4년,통계,3.26,940.0,,AL,,,,,
4540,2022년 상반기,하나카드(주),브랜드마케터,신입,서울4년,언론홍보학과,3.42,860.0,,,3.0,2.0,2.0,,
4541,2018년 하반기,하나카드(주),금융영업,신입,수도권4년,컴퓨터공학과,3.67,700.0,Level6,,,1.0,,3.0,
4542,2017년 하반기,하나카드(주),온라인마케터,신입,서울4년,경영학,3.7,935.0,Level6,,,,,,
4543,2016년 하반기,하나카드(주),경영·비즈니스기획,신입,서울4년,응용통계학과,3.6,935.0,Level6,,,,,,
4544,2015년 하반기,하나카드(주),온라인마케터,신입,서울4년,중어중문학과,3.5,,,AL,2.0,1.0,,,1.0
4545,2018년 하반기,하나캐피탈(주),제품영업,신입,수도권4년,관광경영,3.44,895.0,,IH,1.0,3.0,,,2.0
4546,2016년 상반기,하나캐피탈(주),금융영업,인턴,서울4년,법학,3.6,850.0,,IH,,1.0,,,
4547,2023년 상반기,하이엠솔루텍,재무담당자,신입,서울4년,공공인재학부,4.07,815.0,Level6,,1.0,1.0,,,
4548,2016년 하반기,하이투자증권(주),앱개발자,신입,대졸4년,컴퓨터학부,3.74,850.0,Level6,,2.0,1.0,,,
4549,2022년 하반기,한국NSK㈜,회계담당자,신입,수도권4년,경제학과,4.13,455.0,,,,4.0,,,
4550,2015년 하반기,한국NSK㈜,기계엔지니어,신입,지방4년,기계공학과,3.8,840.0,Level6,,,2.0,,1.0,
4551,2016년 하반기,한국NSK㈜,설계엔지니어,신입,지방4년,기계공학과,3.9,810.0,Level6,,,1.0,2.0,1.0,
4552,2021년 하반기,한국가스공사,설비엔지니어,신입,지방4년,기계공학과,4.29,,Level6,,,2.0,1.0,,
4553,2021년 하반기,한국가스공사,기계엔지니어,신입,고졸,,,,,,,,,,
4554,2021년 하반기,한국가스공사,전기기사,신입,고졸,,,,,,,,,,
4555,2021년 상반기,한국가스공사,전기·전자엔지니어,신입,서울4년,전기공학과,3.27,850.0,,,,4.0,,,
4556,2021년 상반기,한국가스공사,화학엔지니어,신입,서울4년,화학공학부,3.87,860.0,,IH,,2.0,2.0,,
4557,2020년 상반기,한국가스공사,화학엔지니어,신입,대학원,반도체&디스플레이과학경영학과,3.95,760.0,,,1.0,2.0,,,1.0
4558,2020년 상반기,한국가스공사,시스템엔지니어,신입,대학원,전자계산학과,3.31,,,,,2.0,,1.0,
4559,2020년 상반기,한국가스공사,사무담당자,신입,수도권4년,경영학과 마케팅경영전공,3.57,910.0,Level6,,1.0,3.0,1.0,1.0,
4560,2020년 상반기,한국가스공사,사무담당자,신입,지방4년,행정학과,4.0,800.0,Level5,,,2.0,,,
4561,2019년 상반기,한국가스공사,화학엔지니어,신입,대학원,화학공학,3.5,800.0,Level6,,,,,,
4562,2019년 상반기,한국가스공사,전기·전자엔지니어,신입,서울4년,전기전자,3.43,810.0,Level6,,,3.0,,,
4563,2018년 하반기,한국가스공사,전기·전자엔지니어,신입,고졸,,,,,,,,,,
4564,2018년 하반기,한국가스공사,화학엔지니어,인턴,대학원,화학공학,3.5,800.0,Level6,,,,,,
4565,2018년 하반기,한국가스공사,전기기사,신입,서울4년,전기전자,3.43,810.0,Level6,,,3.0,,,
4566,2018년 하반기,한국가스공사,사무담당자,신입,서울4년,회계세무학과,3.75,,Level6,,2.0,2.0,,2.0,
4567,2018년 하반기,한국가스공사,전기·전자엔지니어,신입,고졸,,,,,,,,,,
4568,2018년 상반기,한국가스공사,경영·비즈니스기획,신입,대학원,경영학과,4.31,950.0,Level7,,,,,,1.0
4569,2018년 상반기,한국가스공사,전기·전자엔지니어,신입,고졸,,,,,,,,,,
4570,2018년 상반기,한국가스공사,전기·전자엔지니어,신입,서울4년,전기전자,3.43,810.0,Level6,,,3.0,,,
4571,2018년 상반기,한국가스공사,경영·비즈니스기획,인턴,지방4년,컴퓨터공,4.17,785.0,Level6,,,4.0,,,
4572,2018년 상반기,한국가스공사,경영·비즈니스기획,인턴,서울4년,경영학과,3.81,915.0,Level6,,2.0,2.0,2.0,1.0,
4573,2017년 하반기,한국가스공사,품질관리자,인턴,대학원,화학공학,3.5,800.0,Level6,,,,,,
4574,2017년 하반기,한국가스공사,사무담당자,인턴,서울4년,회계세무학과,3.75,895.0,Level6,,2.0,1.0,,2.0,
4575,2016년 하반기,한국가스공사,품질관리자,신입,지방4년,화학공학,3.5,800.0,Level6,,,,,,
4576,2017년 상반기,한국가스공사,기계엔지니어,신입,지방4년,기계설계공학과,3.82,875.0,,IH,1.0,4.0,,,
4577,2016년 하반기,한국가스공사,화학엔지니어,신입,대졸4년,환경공학과,3.8,810.0,,IH,,3.0,,,
4578,2016년 하반기,한국가스공사,네트워크엔지니어,신입,수도권4년,정보통신전자공,4.02,810.0,Level6,,1.0,3.0,,,
4579,2016년 하반기,한국가스공사,시스템엔지니어,인턴,지방4년,컴퓨터공학,4.05,730.0,,IM2,,3.0,2.0,1.0,
4580,2015년 상반기,한국가스공사,생산직종사자,인턴,지방4년,기계공학,4.08,820.0,Level6,,1.0,3.0,,2.0,
4581,2016년 하반기,한국가스공사,생산직종사자,인턴,고졸,,,,,,,,2.0,2.0,
4582,2016년 상반기,한국가스공사,기계엔지니어,신입,지방4년,기계설계공학과,3.6,920.0,,IH,,,,1.0,1.0
4583,2016년 하반기,한국가스공사,사무담당자,신입,수도권4년,경영학과,3.8,855.0,,,1.0,3.0,,1.0,
4584,2016년 하반기,한국가스공사,품질관리자,인턴,서울4년,생명과학과/화공생명공학과,3.2,870.0,,,,,,1.0,
4585,2016년 하반기,한국가스공사,전기·전자엔지니어,인턴,고졸,,,,,,,,,,
4586,2016년 상반기,한국가스공사,사무담당자,인턴,서울4년,경제학과,4.1,980.0,Level7,,1.0,6.0,,,
4587,2016년 하반기,한국가스공사,전기·전자엔지니어,신입,고졸,,,,,,,,,,
4588,2015년 상반기,한국가스공사,화학엔지니어,인턴,지방4년,환경공학과,3.8,810.0,,IH,,3.0,,,
4589,2022년 하반기,한국가스안전공사,경영지원,인턴,서울4년,경영학과,3.6,855.0,Level5,,,2.0,,,
4590,2021년 상반기,한국가스안전공사,시설관리자,인턴,지방4년,기계공학과,4.03,,Level6,,,2.0,,,
4591,2019년 상반기,한국가스안전공사,시설관리자,인턴,서울4년,화공생명공학과,4.07,860.0,Level6,,,1.0,,,1.0
4592,2018년 상반기,한국가스안전공사,화학엔지니어,신입,대학원,반도체&디스플레이과학경영학과,3.95,760.0,,,1.0,2.0,,,1.0
4593,2017년 상반기,한국가스안전공사,시스템엔지니어,인턴,대학원,전자컴퓨터통신공,3.81,780.0,Level5,IM2,1.0,1.0,,,
4594,2016년 상반기,한국가스안전공사,생산직종사자,신입,고졸,,,,,,,,2.0,2.0,
4595,2016년 상반기,한국가스안전공사,사무담당자,신입,고졸,,,,,,,,,,
4596,2016년 상반기,한국가스안전공사,회계담당자,신입,고졸,,,,,,,,,,
4597,2016년 상반기,한국가스안전공사,사무담당자,신입,수도권4년,경영학과,3.8,855.0,,,1.0,3.0,,1.0,
4598,2016년 상반기,한국가스안전공사,회계담당자,신입,고졸,,,,,,,,,,
4599,2022년 하반기,한국개발연구원,사무담당자,인턴,지방4년,컨벤션호텔경영학과,4.26,800.0,,,,1.0,,,
4600,2019년 상반기,한국개발연구원,시설관리자,신입,대학원,반도체&디스플레이과학경영학과,3.95,760.0,,,1.0,2.0,,,1.0
4601,2019년 상반기,한국건강증진개발원,사무담당자,인턴,수도권4년,경영학과,3.91,845.0,,IH,1.0,3.0,,,2.0
4602,2020년 상반기,한국건설생활환경시험연구원,화학엔지니어,인턴,수도권4년,응용화학생명공학과,3.84,855.0,,IH,2.0,3.0,3.0,1.0,1.0
4603,2015년 하반기,한국건설생활환경시험연구원,화학엔지니어,신입,수도권4년,화학공학과,3.5,720.0,,,1.0,1.0,,,
4604,2020년 상반기,한국고용정보원,경영·비즈니스기획,인턴,지방4년,행정학과,4.0,800.0,Level5,,,2.0,,,
4605,2017년 하반기,한국고용정보원,사무보조,신입,대학원,금융보험학과,3.55,720.0,,,,6.0,,,
4606,2019년 상반기,한국공항(주),MD,신입,수도권4년,식품영양학과,3.18,785.0,,IL,1.0,3.0,,1.0,
4607,2023년 하반기,한국공항공사,전기기사,신입,서울4년,전기공학과,3.5,850.0,,5,,6.0,,,1.0
4608,2018년 상반기,한국공항공사,사무담당자,신입,서울4년,벤처중소기업학과,3.81,895.0,Level7,,1.0,3.0,,,
4609,2016년 하반기,한국공항공사,기계엔지니어,신입,지방4년,기계설계공학과,3.8,875.0,,IH,1.0,1.0,,,
4610,2015년 상반기,한국공항공사,통신엔지니어,신입,지방4년,전자재료,4.1,750.0,,IM2,1.0,3.0,,,
4611,2020년 상반기,한국과학기술기획평가원,경영·비즈니스기획,인턴,대학원,국제의료경영학과,2.71,715.0,,IM1,,2.0,3.0,2.0,1.0
4612,2017년 하반기,한국과학기술기획평가원,경영·비즈니스기획,인턴,서울4년,경영학과,3.3,915.0,Level7,,1.0,,,3.0,1.0
4613,2022년 상반기,한국과학기술연구원,R&D·연구원,신입,대학원,국제의료경영학과,2.71,715.0,,IM2,2.0,2.0,3.0,2.0,1.0
4614,2021년 상반기,한국과학기술연구원,R&D·연구원,신입,대학원,국제의료경영학과,2.71,715.0,,IM2,,2.0,3.0,2.0,1.0
4615,2017년 상반기,한국과학기술원,기계엔지니어,신입,대학원,반도체&디스플레이과학경영학과,3.95,760.0,,,1.0,2.0,,,1.0
4616,2020년 상반기,한국과학기술정보연구원,사무보조,신입,지방4년,행정학과,4.0,800.0,Level5,,,2.0,,,
4617,2021년 하반기,한국관광공사,사무보조,인턴,서울4년,일어일문학과,4.19,840.0,,IH,2.0,3.0,,1.0,1.0
4618,2019년 상반기,한국관광공사,앱개발자,신입,대학원,전자공학과,4.36,,Level5,IL,,1.0,,1.0,
4619,2019년 상반기,한국관광공사,경영·비즈니스기획,신입,대졸4년,국제비즈니스어학부 중어전공,3.52,810.0,Level6,,,2.0,1.0,,2.0
4620,2018년 하반기,한국관광공사,경영·비즈니스기획,신입,수도권4년,관광경영,3.44,895.0,,IH,1.0,3.0,,,2.0
4621,2016년 하반기,한국관광공사,사무담당자,신입,지방4년,국제통상학부,4.2,965.0,,,2.0,1.0,,1.0,1.0
4622,2016년 하반기,한국관광공사,경영·비즈니스기획,신입,서울4년,영어영문학과,3.7,930.0,,AL,,,,,
4623,2015년 하반기,한국관광공사,경영·비즈니스기획,신입,수도권4년,세르비아크로아티아어과,3.9,900.0,,,1.0,5.0,,1.0,
4624,2020년 상반기,한국광해관리공단,사무보조,신입,지방4년,행정학과,4.0,800.0,Level5,,,2.0,,,
4625,2022년 상반기,한국교육학술정보원,앱개발자,신입,대졸4년,인문학부,3.5,910.0,,,1.0,1.0,,,
4626,2022년 상반기,한국교육학술정보원,경영·비즈니스기획,신입,대학원,국제의료경영학과,2.71,715.0,,IM2,2.0,2.0,3.0,2.0,1.0
4627,2018년 상반기,한국국방연구원,경영·비즈니스기획,신입,지방4년,경영학과,3.7,825.0,,,,1.0,,,
4628,2021년 상반기,한국국제보건의료재단,경영·비즈니스기획,신입,서울4년,경영계열,3.45,,,,,,,,
4629,2021년 하반기,한국국제협력단,교재개발·교수설계,신입,대학원,중국어교육전공,4.16,940.0,,AL,,,,,4.0
4630,2019년 하반기,한국국제협력단,회계담당자,신입,고졸,,,,,,,,,,
4631,2017년 하반기,한국국제협력단,경영·비즈니스기획,신입,지방4년,중국어중국학과,3.67,925.0,,,2.0,,,3.0,1.0
4632,2015년 상반기,한국국제협력단,경영·비즈니스기획,인턴,서울4년,행정학과,3.7,900.0,,,1.0,2.0,,,
4633,2017년 하반기,한국국토정보공사,경영·비즈니스기획,신입,서울4년,화공생명공학,2.4,875.0,,IM2,,1.0,,,
4634,2017년 상반기,한국국토정보공사,건축기사,신입,지방4년,도시계획부동산,3.84,,,,1.0,3.0,,,
4635,2016년 하반기,한국국토정보공사,건축기사,신입,지방4년,도시계획부동산학,3.84,,,,1.0,5.0,,,
4636,2016년 상반기,한국국토정보공사,건축기사,신입,지방4년,도시계획부동산,3.8,,,,1.0,4.0,,,
4637,2013년 하반기,한국국토정보공사,건축기사,인턴,지방4년,도시계획부동산,3.8,,,,1.0,5.0,,,
4638,2023년 상반기,한국금융투자협회,경영·비즈니스기획,신입,서울4년,공공인재학부,4.07,815.0,Level6,,1.0,1.0,,,
4639,2017년 상반기,한국금융투자협회,통신엔지니어,신입,대학원,전자컴퓨터통신공,3.81,780.0,Level5,IM2,1.0,1.0,,,
4640,2018년 상반기,한국기상산업기술원,경영·비즈니스기획,신입,서울4년,경영계열,3.54,850.0,,IH,1.0,1.0,,,
4641,2020년 하반기,한국기술교육대학교,사무담당자,신입,지방4년,경영학과(경영학전공),4.0,800.0,Level6,,1.0,5.0,,2.0,
4642,2020년 상반기,한국기술교육대학교,인사담당자,신입,지방4년,화학공학부,3.5,820.0,Level5,IM1,1.0,3.0,1.0,,
4643,2017년 상반기,한국기초과학지원연구원,화학엔지니어,인턴,지방4년,미생물분자생명과학과,4.09,835.0,,,2.0,3.0,,,
4644,2021년 상반기,한국남동발전(주),전기·전자엔지니어,신입,서울4년,전기공학과,3.27,850.0,,,,4.0,,,
4645,2020년 상반기,한국남동발전(주),전기·전자엔지니어,신입,수도권4년,전기공학과,3.5,850.0,,IH,,2.0,,,1.0
